MONTHS_AS_CUSTOMER,AGE,POLICY_STATE,POLICY_CSL,POLICY_DEDUCTIBLE,POLICY_ANNUAL_PREMIUM,UMBRELLA_LIMIT,INSURED_SEX,INSURED_EDUCATION_LEVEL,INSURED_OCCUPATION,INSURED_RELATIONSHIP,POLICY_TENURE_MONTHS,POLICY_BIND_YEAR,INCIDENT_TYPE,COLLISION_TYPE,INCIDENT_SEVERITY,AUTHORITIES_CONTACTED,INCIDENT_STATE,INCIDENT_CITY,INCIDENT_HOUR_OF_THE_DAY,NUMBER_OF_VEHICLES_INVOLVED,PROPERTY_DAMAGE,BODILY_INJURIES,WITNESSES,POLICE_REPORT_AVAILABLE,CAPITAL_GAINS,CAPITAL_LOSS,TOTAL_CLAIM_AMOUNT,INJURY_CLAIM,PROPERTY_CLAIM,VEHICLE_CLAIM,CLAIM_TO_PREMIUM_RATIO,AUTO_MAKE,AUTO_MODEL,AUTO_YEAR,VEHICLE_AGE,INCIDENT_YEAR,INCIDENT_MONTH,SEVERITY_SCORE,FRAUD_FLAG
233,43,OH,250/500,1000,954.18,0,FEMALE,College,tech-support,other-relative,177,2000,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbrook,17,3,,2,3,YES,0,0,42500,8500,4250,29750,44.54,Nissan,Pathfinder,2000,15,2015,2,1,0
130,30,IL,500/1000,2000,1193.40,0,MALE,PhD,exec-managerial,own-child,30,2012,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,16,3,NO,2,3,,0,-40800,48950,8900,4450,35600,41.02,Suburu,Legacy,2005,10,2015,2,4,0
230,42,IN,100/300,1000,1023.11,0,FEMALE,MD,adm-clerical,own-child,123,2004,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbend,13,3,NO,1,2,YES,0,-45300,58850,10700,10700,37450,57.52,Accura,MDX,1999,16,2015,2,1,0
212,40,IL,500/1000,1000,1524.45,0,FEMALE,Masters,other-service,husband,145,2003,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbrook,17,3,YES,0,2,YES,73200,0,82400,8240,8240,65920,54.05,Nissan,Pathfinder,2006,9,2015,2,1,0
299,44,OH,500/1000,1000,1653.32,0,FEMALE,College,other-service,other-relative,74,2008,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,3,1,YES,2,0,,0,-48800,54240,6780,6780,40680,32.81,Suburu,Impreza,2009,6,2015,1,1,0
91,26,IL,250/500,1000,1022.46,0,FEMALE,Associate,armed-forces,other-relative,184,1999,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,15,3,,0,2,,52700,0,74200,7420,7420,59360,72.57,Jeep,Wrangler,1996,19,2015,2,1,0
398,53,IL,100/300,2000,1396.43,0,FEMALE,Associate,priv-house-serv,unmarried,289,1990,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,16,1,YES,2,1,,21500,0,47430,5270,5270,36890,33.97,Toyota,Camry,2000,15,2015,1,4,0
218,43,IL,250/500,500,1521.55,0,FEMALE,Associate,priv-house-serv,other-relative,227,1996,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,18,1,,1,3,YES,61100,-64500,68200,13640,6820,47740,44.82,Dodge,RAM,2003,12,2015,1,3,1
152,33,IN,100/300,1000,1034.27,0,FEMALE,JD,armed-forces,husband,164,2001,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Hillsdale,18,1,NO,1,0,NO,0,0,63900,7100,7100,49700,61.78,Accura,TL,2014,1,2015,2,1,0
212,39,OH,100/300,1000,1255.35,0,FEMALE,JD,protective-serv,not-in-family,59,2010,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Riverwood,22,2,NO,0,3,YES,60300,-58900,59300,11860,5930,41510,47.24,Dodge,RAM,2008,7,2015,2,4,0
242,44,IL,500/1000,2000,1396.89,6000000,FEMALE,College,priv-house-serv,other-relative,139,2003,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Springfield,15,3,NO,1,2,YES,0,-61600,66900,6690,13380,46830,47.89,Suburu,Forrestor,1999,16,2015,2,1,1
80,27,OH,500/1000,500,795.31,0,MALE,JD,farming-fishing,husband,5,2014,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,Arlington,16,3,YES,1,3,,0,-51000,40810,3710,7420,29680,51.31,Ford,F150,2000,15,2015,2,3,1
260,43,IN,100/300,500,982.22,0,FEMALE,JD,exec-managerial,not-in-family,68,2009,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,18,1,,1,0,,54500,-72100,75400,15080,7540,52780,76.76,Honda,CRV,2011,4,2015,2,4,0
133,34,IN,500/1000,500,1074.07,0,FEMALE,JD,prof-specialty,husband,243,1994,Parked Car,,Minor Damage,None,WV,Northbend,8,1,NO,2,0,YES,70900,-61100,4200,420,840,2940,3.91,Jeep,Wrangler,2013,2,2015,1,1,0
290,45,OH,100/300,1000,1311.30,0,FEMALE,Associate,machine-op-inspct,wife,282,1991,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,23,3,YES,0,0,YES,38500,0,52650,5850,5850,40950,40.15,Ford,F150,2001,14,2015,1,3,1
322,49,IL,250/500,2000,1277.12,0,FEMALE,PhD,armed-forces,own-child,160,2001,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Hillsdale,18,1,,0,2,YES,0,-46000,42240,7680,7680,26880,33.07,Chevrolet,Malibu,2007,8,2015,1,3,0
228,39,IN,500/1000,500,1388.62,0,FEMALE,JD,sales,husband,28,2012,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Riverwood,10,1,YES,1,0,YES,35200,0,59490,6610,6610,46270,42.84,Mercedes,ML350,1995,20,2015,1,1,0
195,37,IL,100/300,1000,1406.52,8000000,MALE,MD,tech-support,unmarried,282,1991,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Arlington,12,1,NO,0,2,NO,0,0,44200,4420,4420,35360,31.43,Jeep,Wrangler,2002,13,2015,1,3,1
247,39,IN,100/300,500,1558.29,0,FEMALE,Masters,protective-serv,unmarried,280,1991,Vehicle Theft,,Trivial Damage,Police,WV,Springfield,5,1,YES,1,2,,0,-49300,7700,770,1540,5390,4.94,Saab,93,2000,15,2015,2,2,0
405,57,IN,500/1000,1000,1132.47,4000000,MALE,MD,priv-house-serv,other-relative,181,1999,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Northbend,21,3,,2,3,,46300,0,61440,10240,10240,40960,54.25,Saab,93,2008,7,2015,1,4,0
144,37,OH,250/500,2000,1896.91,0,FEMALE,PhD,handlers-cleaners,not-in-family,27,2012,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Columbus,17,3,YES,1,3,NO,73700,0,54400,5440,10880,38080,28.68,Chevrolet,Silverado,2015,0,2015,1,3,1
338,47,IL,500/1000,500,1143.46,4000000,MALE,MD,priv-house-serv,other-relative,234,1995,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,4,1,YES,2,1,,0,0,58560,9760,9760,39040,51.21,Mercedes,E400,2002,13,2015,2,4,0
121,34,IN,500/1000,500,1285.42,0,MALE,MD,priv-house-serv,wife,287,1991,Single Vehicle Collision,Front Collision,Major Damage,Fire,VA,Northbrook,11,1,NO,1,1,NO,0,0,67300,6730,6730,53840,52.36,Dodge,RAM,2000,15,2015,1,3,1
398,55,OH,250/500,2000,1305.26,0,MALE,MD,farming-fishing,wife,282,1991,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,18,1,,1,3,YES,66200,-49700,36740,3340,6680,26720,28.15,BMW,X5,1998,17,2015,1,3,1
9,30,IL,100/300,1000,1073.83,0,FEMALE,High School,machine-op-inspct,not-in-family,250,1994,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbrook,12,1,,0,0,NO,0,0,85690,15580,15580,54530,79.80,BMW,3 Series,2011,4,2015,2,4,0
115,31,OH,500/1000,1000,1051.67,0,FEMALE,Associate,exec-managerial,not-in-family,111,2005,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Riverwood,18,3,YES,0,3,NO,0,0,34160,0,4270,29890,32.48,Audi,A5,2005,10,2015,3,3,1
280,48,IL,250/500,1000,1387.35,0,MALE,JD,transport-moving,not-in-family,7,2014,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,16,1,NO,2,2,,0,-72000,61320,10220,10220,40880,44.20,BMW,M5,1998,17,2015,2,1,0
254,45,IL,250/500,500,1083.64,0,MALE,JD,other-service,husband,137,2003,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Columbus,19,3,YES,0,0,,59800,0,79680,13280,13280,53120,73.53,BMW,3 Series,2004,11,2015,2,4,0
141,30,IL,250/500,1000,1851.78,0,FEMALE,High School,craft-repair,other-relative,175,2000,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,13,1,NO,1,0,YES,78800,0,61740,6860,6860,48020,33.34,Audi,A3,2002,13,2015,2,4,0
441,55,IN,250/500,500,1270.29,4000000,MALE,College,armed-forces,husband,67,2009,Parked Car,,Minor Damage,None,VA,Arlington,4,1,NO,0,0,NO,24000,-50500,6400,640,640,5120,5.04,Honda,Civic,2002,13,2015,2,1,0
381,55,OH,500/1000,500,1459.99,0,FEMALE,MD,other-service,wife,285,1991,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,8,1,YES,1,2,YES,35900,0,60600,12120,6060,42420,41.51,Accura,TL,2011,4,2015,1,3,0
191,38,IL,100/300,2000,1253.44,0,FEMALE,Masters,craft-repair,not-in-family,111,2005,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Hillsdale,19,3,NO,2,0,NO,0,0,56320,10240,5120,40960,44.93,Volkswagen,Jetta,2007,8,2015,2,3,0
145,34,IN,100/300,1000,1142.48,0,FEMALE,JD,priv-house-serv,other-relative,296,1990,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Northbend,18,1,YES,2,0,NO,0,0,52250,9500,4750,38000,45.73,Suburu,Legacy,2012,3,2015,1,4,0
479,60,IL,500/1000,1000,1188.45,0,FEMALE,MD,exec-managerial,other-relative,146,2002,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,9,2,,0,3,,0,-44800,53900,5390,10780,37730,45.35,Saab,95,2006,9,2015,1,4,0
215,35,IL,500/1000,1000,1125.40,0,MALE,Masters,adm-clerical,husband,127,2004,Vehicle Theft,,Trivial Damage,None,WV,Columbus,6,1,,2,1,NO,40000,-43400,2640,220,440,1980,2.35,Jeep,Wrangler,2001,14,2015,1,2,0
41,33,OH,250/500,500,1294.41,0,MALE,High School,transport-moving,husband,53,2010,Vehicle Theft,,Minor Damage,None,NC,Arlington,8,1,YES,0,0,,0,0,8970,1380,1380,6210,6.93,Dodge,Neon,2011,4,2015,2,1,0
45,31,IN,100/300,500,1459.50,0,MALE,MD,priv-house-serv,not-in-family,293,1990,Parked Car,,Minor Damage,None,NY,Springfield,6,1,,1,3,,0,0,6000,1000,1000,4000,4.11,Suburu,Impreza,2000,15,2015,2,1,0
156,38,IL,100/300,500,1367.99,0,MALE,High School,armed-forces,own-child,65,2009,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,Northbend,23,3,,0,3,,26500,0,55200,11040,5520,38640,40.35,Saab,92x,1998,17,2015,2,3,1
246,45,IN,250/500,500,1594.37,0,MALE,Associate,exec-managerial,own-child,185,1999,Parked Car,,Trivial Damage,None,SC,Riverwood,13,1,NO,0,3,YES,0,0,7260,660,1320,5280,4.55,Saab,92x,2008,7,2015,1,2,0
178,39,IL,100/300,500,1035.99,0,FEMALE,JD,exec-managerial,own-child,70,2009,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,3,3,NO,2,0,,0,0,64680,11760,11760,41160,62.43,Jeep,Wrangler,2010,5,2015,1,1,0
237,43,OH,250/500,500,911.53,0,FEMALE,PhD,sales,husband,70,2009,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,Northbrook,23,1,NO,0,1,NO,53200,0,59200,0,11840,47360,64.95,Chevrolet,Malibu,1998,17,2015,2,3,0
127,34,OH,500/1000,500,1319.97,0,FEMALE,Associate,craft-repair,own-child,101,2006,Vehicle Theft,,Minor Damage,None,NC,Arlington,8,1,YES,1,3,,73700,0,4700,470,940,3290,3.56,Saab,92x,1998,17,2015,1,1,0
1,33,OH,250/500,2000,1391.63,0,MALE,Associate,sales,husband,230,1995,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,23,1,YES,0,3,NO,61200,0,69400,6940,6940,55520,49.87,Mercedes,C300,2000,15,2015,2,4,0
5,21,IN,250/500,500,915.41,5000000,FEMALE,High School,exec-managerial,own-child,147,2002,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Northbrook,23,1,YES,0,0,NO,0,0,40500,4050,4050,32400,44.24,Nissan,Pathfinder,1998,17,2015,2,4,0
64,28,IL,500/1000,1000,1468.82,0,MALE,JD,handlers-cleaners,other-relative,279,1991,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Riverwood,9,3,NO,2,1,NO,56800,-51800,60000,5000,10000,45000,40.85,Honda,Accord,1997,18,2015,2,1,0
142,30,IN,500/1000,500,1412.76,0,MALE,PhD,armed-forces,wife,204,1998,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Riverwood,22,1,YES,2,3,NO,66400,-63700,67320,11220,11220,44880,47.65,Volkswagen,Jetta,1996,19,2015,1,1,0
97,27,OH,500/1000,500,1588.26,0,FEMALE,High School,tech-support,husband,153,2002,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,Riverwood,22,3,YES,2,1,YES,56700,-49300,75690,8410,8410,58870,47.66,Saab,95,2014,1,2015,1,4,0
121,31,IN,100/300,1000,1140.91,0,MALE,Associate,adm-clerical,other-relative,283,1991,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbend,15,3,NO,1,2,,51300,0,64300,6430,6430,51440,56.36,Chevrolet,Silverado,2002,13,2015,2,3,1
225,43,OH,100/300,1000,1517.54,0,MALE,JD,priv-house-serv,own-child,125,2004,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Columbus,16,3,NO,2,0,YES,0,-20900,64400,6440,6440,51520,42.44,BMW,X5,2011,4,2015,1,3,0
425,53,OH,250/500,2000,912.29,0,FEMALE,High School,priv-house-serv,husband,295,1990,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbend,17,3,,1,2,,42900,-39100,97080,16180,16180,64720,106.41,Saab,92x,2005,10,2015,1,1,0
285,44,OH,250/500,2000,1144.30,0,MALE,MD,priv-house-serv,not-in-family,282,1991,Vehicle Theft,,Minor Damage,Police,WV,Northbrook,3,1,YES,1,0,,52600,0,5500,500,500,4500,4.81,Honda,Civic,2010,5,2015,2,1,0
192,38,IN,500/1000,1000,1281.43,0,FEMALE,Masters,transport-moving,not-in-family,47,2011,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Northbend,10,3,,0,2,NO,65100,-50300,30700,3070,6140,21490,23.96,Jeep,Wrangler,2010,5,2015,1,4,0
285,48,IL,100/300,2000,1101.85,0,FEMALE,College,sales,wife,24,2013,Single Vehicle Collision,Side Collision,Minor Damage,Police,PA,Springfield,9,1,NO,1,2,YES,46100,0,33480,3720,3720,26040,30.39,Nissan,Pathfinder,2012,3,2015,2,1,0
98,26,IN,500/1000,2000,1082.10,0,MALE,JD,exec-managerial,other-relative,168,2001,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,13,2,,0,1,YES,0,-30900,65430,14540,7270,43620,60.47,Jeep,Wrangler,2001,14,2015,2,4,0
175,36,OH,500/1000,500,1185.44,0,MALE,Masters,exec-managerial,not-in-family,274,1992,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Northbend,15,3,YES,2,1,YES,44900,-52500,42680,3880,7760,31040,36.00,Accura,RSX,2006,9,2015,1,3,1
259,45,IL,500/1000,2000,1175.07,0,MALE,MD,craft-repair,not-in-family,97,2006,Single Vehicle Collision,Side Collision,Minor Damage,Fire,WV,Springfield,23,1,,1,1,NO,30100,0,87780,7980,7980,71820,74.70,Honda,CRV,2011,4,2015,1,1,0
140,36,OH,500/1000,2000,979.26,0,FEMALE,JD,transport-moving,own-child,176,2000,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,Riverwood,2,4,YES,0,2,YES,0,-67000,72800,14560,14560,43680,74.34,Honda,Accord,1998,17,2015,3,3,0
231,37,OH,250/500,500,920.81,0,FEMALE,High School,sales,wife,278,1991,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,14,1,YES,2,0,,0,0,71190,0,7910,63280,77.31,Mercedes,C300,1997,18,2015,2,3,1
186,38,OH,100/300,500,922.85,0,MALE,High School,adm-clerical,husband,19,2013,Vehicle Theft,,Trivial Damage,None,NY,Hillsdale,7,1,,1,1,YES,70300,-70900,3600,400,400,2800,3.90,Honda,Civic,1999,16,2015,2,2,0
229,41,OH,250/500,2000,1107.59,3000000,MALE,PhD,tech-support,not-in-family,193,1998,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Columbus,23,1,NO,1,3,NO,65400,0,62640,10440,10440,41760,56.56,Mercedes,C300,2009,6,2015,1,3,0
180,36,IL,100/300,500,1272.46,0,MALE,College,prof-specialty,wife,1,2015,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbrook,7,3,YES,2,1,,0,0,69630,12660,6330,50640,54.72,Toyota,Corolla,1998,17,2015,2,1,0
188,33,IL,250/500,1000,1340.24,0,MALE,High School,protective-serv,own-child,250,1994,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,8,3,YES,1,0,,0,-68800,76010,13820,6910,55280,56.71,Dodge,RAM,1995,20,2015,2,1,1
214,40,OH,100/300,1000,1648.00,0,MALE,JD,transport-moving,not-in-family,174,2000,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,Northbrook,17,1,NO,1,0,YES,57700,-43500,44220,8040,4020,32160,26.83,Accura,MDX,2000,15,2015,2,4,0
178,38,IL,250/500,500,1381.14,0,FEMALE,College,other-service,wife,3,2014,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbrook,10,3,NO,0,3,NO,0,0,57200,5200,10400,41600,41.42,BMW,M5,2011,4,2015,2,1,0
55,35,IL,500/1000,500,1198.44,8000000,MALE,MD,priv-house-serv,wife,47,2011,Vehicle Theft,,Minor Damage,Police,WV,Columbus,9,1,NO,0,3,NO,0,0,3080,560,560,1960,2.57,Nissan,Ultima,1998,17,2015,1,1,0
90,31,OH,250/500,2000,951.27,0,FEMALE,PhD,other-service,not-in-family,295,1990,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,2,1,YES,1,0,YES,42100,0,75790,13780,6890,55120,79.67,Accura,RSX,2007,8,2015,1,4,0
135,30,IN,500/1000,2000,1341.24,0,FEMALE,MD,farming-fishing,wife,72,2009,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Riverwood,18,3,NO,0,1,NO,37100,-46500,32670,5940,2970,23760,24.36,Honda,Accord,2003,12,2015,1,1,0
277,46,IL,250/500,2000,1177.57,0,FEMALE,Associate,adm-clerical,husband,266,1992,Vehicle Theft,,Minor Damage,Police,VA,Arlington,4,1,,2,3,NO,0,-65500,3870,430,860,2580,3.29,Jeep,Wrangler,2010,5,2015,1,1,0
211,38,IN,250/500,1000,1055.09,0,FEMALE,Masters,transport-moving,own-child,212,1997,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,12,1,,0,3,YES,0,0,91520,8320,16640,66560,86.74,BMW,X6,2005,10,2015,1,4,1
156,32,IL,250/500,500,1479.48,0,MALE,Masters,prof-specialty,unmarried,274,1992,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Northbrook,15,1,YES,1,3,YES,0,0,74690,6790,13580,54320,50.48,Dodge,RAM,2008,7,2015,1,3,1
84,30,IN,500/1000,2000,1827.38,0,MALE,Associate,priv-house-serv,other-relative,234,1995,Vehicle Theft,,Trivial Damage,Police,VA,Springfield,9,1,YES,1,3,,0,-15900,4620,420,840,3360,2.53,Audi,A5,1998,17,2015,1,2,0
136,32,IN,100/300,500,1169.62,0,FEMALE,JD,sales,not-in-family,170,2000,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Arlington,6,1,YES,0,0,NO,0,0,55000,10000,10000,35000,47.02,Toyota,Camry,2008,7,2015,2,3,1
310,48,IN,100/300,500,1516.34,0,FEMALE,JD,adm-clerical,unmarried,185,1999,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Springfield,11,4,YES,0,2,NO,11000,0,59400,13200,6600,39600,39.17,Saab,93,1996,19,2015,1,3,1
123,34,OH,500/1000,2000,1270.21,0,FEMALE,College,sales,husband,94,2007,Multi-vehicle Collision,Side Collision,Total Loss,Fire,PA,Columbus,13,3,NO,1,1,,16100,-61200,55260,6140,0,49120,43.50,Nissan,Ultima,2000,15,2015,1,4,0
243,44,IL,250/500,500,809.11,0,MALE,JD,craft-repair,other-relative,205,1997,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NC,Springfield,4,3,,2,1,YES,33200,0,51400,5140,10280,35980,63.53,Honda,Civic,1996,19,2015,1,1,0
36,37,IL,500/1000,1000,1115.81,0,FEMALE,Masters,machine-op-inspct,husband,15,2013,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Columbus,20,3,YES,1,3,,0,-59800,48780,5420,10840,32520,43.72,Dodge,Neon,2008,7,2015,2,1,0
146,31,OH,100/300,1000,1457.65,5000000,FEMALE,College,armed-forces,own-child,293,1990,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Riverwood,0,3,NO,1,3,,0,0,52380,5820,5820,40740,35.93,Toyota,Highlander,2010,5,2015,2,3,0
154,34,OH,100/300,1000,1041.36,0,FEMALE,JD,priv-house-serv,husband,183,1999,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Hillsdale,18,4,,2,3,YES,53100,-43900,74360,13520,13520,47320,71.41,Toyota,Highlander,2005,10,2015,1,4,1
204,40,OH,250/500,1000,1693.83,7000000,MALE,High School,protective-serv,other-relative,273,1992,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Northbrook,6,1,,1,0,,44000,-20800,53400,5340,5340,42720,31.53,Honda,CRV,2003,12,2015,1,1,0
458,59,IN,100/300,1000,1685.69,0,FEMALE,High School,protective-serv,wife,71,2009,Single Vehicle Collision,Front Collision,Total Loss,Police,VA,Hillsdale,23,1,,2,2,YES,31400,0,71800,14360,14360,43080,42.59,Jeep,Grand Cherokee,1995,20,2015,2,4,0
147,31,IN,250/500,500,1054.92,6000000,FEMALE,PhD,prof-specialty,own-child,215,1997,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Northbrook,4,1,,0,0,,51900,0,68240,8530,0,59710,64.69,Toyota,Corolla,2013,2,2015,1,3,1
279,45,IN,250/500,2000,1333.97,6000000,FEMALE,MD,other-service,unmarried,276,1992,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Arlington,21,3,,1,0,,61100,-30700,61050,11100,11100,38850,45.77,Dodge,RAM,2011,4,2015,1,3,1
308,47,OH,100/300,1000,1013.61,6000000,FEMALE,Associate,craft-repair,own-child,16,2013,Parked Car,,Minor Damage,None,NY,Springfield,7,1,,1,1,YES,45700,-41400,5590,860,860,3870,5.51,Suburu,Impreza,2002,13,2015,1,1,0
284,48,IL,500/1000,500,958.30,0,FEMALE,PhD,machine-op-inspct,husband,80,2008,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Columbus,19,3,,0,0,,47900,0,46860,8520,8520,29820,48.90,Volkswagen,Passat,1998,17,2015,1,3,0
108,31,IN,250/500,2000,1112.04,6000000,FEMALE,PhD,other-service,own-child,156,2002,Parked Car,,Minor Damage,None,SC,Arlington,5,1,NO,1,3,NO,52800,-54300,4290,780,780,2730,3.86,Volkswagen,Passat,1998,17,2015,1,1,0
421,57,IN,250/500,2000,1206.26,0,FEMALE,Associate,armed-forces,own-child,153,2002,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NC,Arlington,22,3,YES,0,0,NO,69900,0,78500,15700,7850,54950,65.08,Audi,A3,2015,0,2015,1,1,0
266,42,IL,500/1000,1000,763.67,0,MALE,Associate,prof-specialty,own-child,199,1998,Single Vehicle Collision,Side Collision,Total Loss,Police,SC,Northbrook,12,1,YES,1,3,YES,12800,-49700,70830,7870,7870,55090,92.75,Jeep,Grand Cherokee,2005,10,2015,2,4,0
412,56,IL,250/500,500,1042.56,0,MALE,High School,handlers-cleaners,own-child,149,2002,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Springfield,19,3,NO,0,2,NO,0,-66100,68040,15120,7560,45360,65.26,Suburu,Forrestor,1997,18,2015,1,4,0
31,32,IL,100/300,2000,1263.48,4000000,FEMALE,JD,other-service,wife,185,1999,Single Vehicle Collision,Side Collision,Major Damage,Fire,WV,Hillsdale,10,1,,2,0,,46800,-87300,63600,5300,10600,47700,50.34,Audi,A5,1997,18,2015,2,3,1
465,63,IL,250/500,500,1006.99,6000000,FEMALE,Masters,sales,own-child,37,2012,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Columbus,7,1,NO,0,3,,0,0,43560,4840,4840,33880,43.26,Suburu,Legacy,2015,0,2015,2,1,0
126,31,OH,250/500,1000,1328.26,0,MALE,Masters,sales,not-in-family,221,1996,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,Hillsdale,17,1,NO,1,1,NO,42300,-45800,60840,13520,6760,40560,45.80,Suburu,Forrestor,2011,4,2015,1,4,0
407,55,OH,100/300,1000,1250.08,5000000,FEMALE,PhD,tech-support,wife,227,1996,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Arlington,0,3,,2,3,YES,0,-57700,68160,11360,11360,45440,54.52,Ford,Escape,2010,5,2015,2,4,0
101,27,IL,500/1000,500,982.70,6000000,FEMALE,College,transport-moving,unmarried,206,1997,Parked Car,,Minor Damage,None,SC,Arlington,9,1,NO,1,0,NO,30800,-43700,5170,940,470,3760,5.26,Toyota,Camry,2001,14,2015,1,1,0
187,37,IN,500/1000,1000,1412.06,5000000,FEMALE,Masters,protective-serv,not-in-family,17,2013,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Riverwood,21,1,,0,3,,60100,0,57700,5770,5770,46160,40.86,Nissan,Maxima,2000,15,2015,1,4,0
252,46,IN,500/1000,2000,1066.70,0,FEMALE,JD,handlers-cleaners,own-child,218,1996,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Northbend,22,3,NO,0,2,NO,0,0,89520,14920,14920,59680,83.92,Audi,A3,2014,1,2015,1,4,0
229,43,IN,250/500,2000,1585.54,0,MALE,High School,protective-serv,not-in-family,212,1997,Vehicle Theft,,Minor Damage,None,WV,Hillsdale,3,1,NO,1,0,YES,42600,-44400,4620,420,840,3360,2.91,Volkswagen,Jetta,2012,3,2015,2,1,0
246,39,IN,250/500,1000,1416.08,0,FEMALE,JD,craft-repair,other-relative,93,2007,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Northbrook,16,1,YES,0,3,,0,-36600,45180,5020,5020,35140,31.90,Honda,CRV,2004,11,2015,1,1,0
190,38,OH,250/500,500,1246.03,0,MALE,JD,craft-repair,unmarried,88,2007,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,14,1,YES,0,0,NO,61900,-50000,45100,9020,4510,31570,36.19,Nissan,Maxima,2013,2,2015,1,4,0
